customer_id,merchant_id,loan_id,application_date,currency,transaction_fee,merchant_status,store_id,term,risk_score,disbursed_date,loanamount,paid_date,city,state,channel,is_disbursed,first_vintage_pay,full_name,age,gender,tel_number,email,merchant_name,merchant_size,store_name,fraud_score
62087i4y4h51695y1yy7h608,784073870287790,loan_2006368,24/02/2022 15:17,MXN,NA,7 Live,NA,NA,NA,NA,11168.34,NA,NA,NA,Social Media,FALSE,12/02/2022,Matthew Sparks,19,H,3307473831,email_233@gmail.com,merchant_name_199,small,NA,0.3
60075zh6iy27124h60235196,716945251115144,loan_4869924,27/02/2022 20:10,MXN,NA,7 Live,NA,NA,NA,NA,3378.44,NA,Chiautempan,Tlaxcala,Social Media,FALSE,12/02/2022,Bryanna Ruiz,43,M,3351329834,email_58@gmail.com,merchant_name_10,small,NA,0.8
5g57415hx41i35i7036z0g5x,522186628800710,loan_4846144,28/02/2022 16:26,MXN,NA,7 Live,NA,NA,NA,NA,3866.08,NA,NA,NA,Social Media,FALSE,17/02/2022,Ricardo Duran,57,H,3339194002,email_1622@gmail.com,merchant_name_2,medium,NA,1
61y79h140440605928g82987,852267247085226,loan_8118162,02/03/2022 11:14,MXN,NA,7 Live,NA,NA,NA,NA,1565.85,NA,Pachuca de Soto,Hidalgo,Social Media,FALSE,25/12/2021,Stephanie Lopez,28,M,3327983316,email_375@gmail.com,merchant_name_288,extra-large,NA,0.1
61x5g18626341iy5zx73ziyg,818170994893804,loan_6596110,02/03/2022 23:13,MXN,NA,7 Live,NA,NA,NA,NA,728.54,NA,NA,NA,Social Media,FALSE,17/01/2022,Jessica Estrada,38,M,3364685448,email_2104@gmail.com,merchant_name_8,small,NA,0.6
620g29h28yyh7zg62i428gh0,522186628800710,loan_2328782,06/03/2022 01:44,MXN,NA,7 Live,NA,NA,0.2,NA,7007.2699999999995,NA,Milpa Alta,Ciudad de México,Social Media,FALSE,17/02/2022,David Becerra,37,H,3348150021,email_322@gmail.com,merchant_name_2,medium,NA,0.3
620g29h28yyh7zg62i428gh0,522186628800710,loan_9694770,06/03/2022 23:48,MXN,NA,7 Live,NA,NA,0.4,NA,7080.2699999999995,NA,Milpa Alta,Ciudad de México,Social Media,FALSE,17/02/2022,David Becerra,37,H,3348150021,email_322@gmail.com,merchant_name_2,medium,NA,0.5
60ii6474930z8i39iz4x93y6,701630404370550,loan_9956316,10/03/2022 16:37,MXN,NA,7 Live,NA,NA,NA,NA,270.09999999999997,NA,NA,NA,Social Media,FALSE,15/11/2021,Silvana Murillo,50,M,3380135519,email_1200@gmail.com,merchant_name_14,medium,NA,0.9
618gxx424h05407g4yh287x0,703110028993240,loan_5979980,11/03/2022 14:24,MXN,NA,7 Live,NA,NA,NA,NA,2901.31,NA,Cuernavaca,Morelos,Social Media,FALSE,10/11/2021,Ana Ortiz,60,M,3364218248,email_2817@gmail.com,merchant_name_13,medium,NA,0.3
61x5i9x79y4y1x6118525gzy,621975269811936,loan_3243558,13/03/2022 10:19,MXN,NA,8.1 Cancelled by Kueski,NA,NA,NA,NA,317.55,NA,NA,NA,Social Media,FALSE,17/01/2022,Christian Martinez,42,H,3396497088,email_1826@gmail.com,merchant_name_86,large,NA,0.3
6010zi39xz738yhy48x807z8,522186628800710,loan_4795402,14/03/2022 19:46,MXN,NA,7 Live,NA,NA,NA,NA,5583.04,NA,NA,NA,Social Media,FALSE,02/03/2022,Destiny Naranjo,47,M,3342680417,email_2836@gmail.com,merchant_name_2,medium,NA,0.6
61z1z28h3ig0y70gh5hii273,716325710471686,loan_2374520,17/03/2022 15:48,MXN,NA,7 Live,NA,NA,NA,NA,1113.25,NA,NA,NA,Social Media,FALSE,26/11/2021,Brianda Fernandez,46,M,3388323644,email_856@gmail.com,merchant_name_35,extra-large,NA,0.4
5h35h71xg9g31z607h84g0x0,789260705999920,loan_3071222,31/03/2022 22:48,MXN,NA,7 Live,NA,NA,NA,NA,2143.97,NA,NA,NA,Social Media,FALSE,25/01/2022,Serriah Salazar,25,M,3344958664,email_908@gmail.com,merchant_name_23,medium,NA,0.6
5ihgg3xy5xhxg2334hz29614,158823646240768,loan_4098936,01/04/2022 14:27,MXN,NA,7 Live,NA,NA,NA,NA,2320.64,NA,NA,NA,Social Media,FALSE,15/10/2021,Jennifer Gonzales,52,M,3308694356,email_2435@gmail.com,merchant_name_18,medium,NA,0.3
6247hygi02382z274y868hii,705065522569400,loan_5069486,01/04/2022 23:41,MXN,NA,7 Live,NA,NA,0.2,NA,5839.2699999999995,NA,Nezahualcóyotl,Estado de México,Social Media,FALSE,08/04/2022,Sarah Caballero,51,M,3396100516,email_738@gmail.com,merchant_name_16,large,NA,0.3
62060y32yx0xg23g526zh0i4,579162792534244,loan_3229684,02/04/2022 20:29,MXN,NA,7 Live,NA,NA,0.1,NA,4196.7699999999995,NA,Nezahualcóyotl,Estado de México,Social Media,FALSE,11/02/2022,Patresia Rivera-Borrego,35,M,3352120377,email_2737@gmail.com,merchant_name_107,large,NA,1
61hx38ii9z3i7zghg25g4xh6,738547476996328,loan_8902316,06/04/2022 19:37,MXN,NA,8.2 Churn by merchant,NA,NA,NA,NA,919.78,NA,Reynosa,Tamaulipas,Social Media,FALSE,11/01/2022,Jacob Mena,30,H,3332872238,email_416@gmail.com,merchant_name_188,large,NA,0.6
597384589ggh39h5216y81y5,768193857857118,loan_3921576,12/04/2022 09:39,MXN,NA,7 Live,NA,NA,NA,NA,590.17,NA,NA,NA,Social Media,FALSE,14/01/2022,Alejandra Lopez,39,M,3337192210,email_1389@gmail.com,merchant_name_158,small,NA,0.1
5i7i838x80y5gziy871y80i4,522186628800710,loan_0460306,26/04/2022 14:27,MXN,NA,7 Live,NA,6,0.3,NA,6414.51,NA,El Carmen,Nuevo León,Social Media,FALSE,18/10/2021,Gisell Fernandez,32,M,3376395590,email_2516@gmail.com,merchant_name_2,medium,NA,0.9
5x2088xh13yh2195ygixx279,522186628800710,loan_8677458,01/10/2021 15:44,MXN,NA,7 Live,NA,NA,NA,NA,3204.70,NA,NA,NA,Social Media,FALSE,01/10/2021,Dulce Ruiz,44,M,3315874580,email_1424@gmail.com,merchant_name_2,medium,NA,0.8
5y45ighx9zz45y5h33i65860,522186628800710,loan_2788280,09/10/2021 17:37,MXN,NA,7 Live,NA,NA,NA,NA,3498.16,NA,NA,NA,Social Media,FALSE,08/11/2021,Erika Garcia Martinez,34,M,3326084246,email_1262@gmail.com,merchant_name_2,medium,NA,0.9
5i60x442i706xy5031gyziyi,579964567298332,loan_6913660,17/10/2021 11:37,MXN,NA,8.1 Cancelled by Kueski,NA,NA,0.5,NA,1298.25,NA,Miguel Hidalgo,Ciudad de México,Social Media,FALSE,17/10/2021,Justice Martinez,32,H,3305093998,email_88@gmail.com,merchant_name_765,large,NA,0.3
5i60x442i706xy5031gyziyi,716945251115144,loan_3307246,18/10/2021 11:34,MXN,NA,7 Live,NA,NA,NA,NA,875.27,NA,NA,NA,Social Media,FALSE,17/10/2021,Justice Martinez,32,H,3305093998,email_88@gmail.com,merchant_name_10,small,NA,0.4
617101iy3228635663724i91,642155937014514,loan_4812822,21/10/2021 22:55,MXN,NA,7 Live,NA,NA,NA,NA,2759.40,NA,Naucalpan de Juárez,Estado de México,Social Media,FALSE,04/11/2021,Stephanie Roldan,23,M,3304524527,email_2797@gmail.com,merchant_name_85,medium,NA,0.1
613y11i69856z4749i9y7h83,716945251115144,loan_2887284,22/10/2021 17:43,MXN,NA,7 Live,NA,NA,NA,NA,2450.90,NA,NA,NA,Social Media,FALSE,14/10/2021,Fernando Sanchez,21,H,3326739809,email_711@gmail.com,merchant_name_10,small,NA,0.1
617g867g4hh4i4y828428119,522186628800710,loan_1622142,29/10/2021 02:02,MXN,NA,7 Live,NA,NA,NA,NA,4630.39,NA,NA,NA,Social Media,FALSE,29/10/2021,Esias Ovalle,54,H,3313425642,email_2020@gmail.com,merchant_name_2,medium,NA,0.3
5gzx2h16g7170z951hi31xyh,672687626399716,loan_9929198,04/11/2021 18:28,MXN,NA,7 Live,NA,NA,NA,NA,496.07149999999996,NA,NA,NA,Social Media,FALSE,06/10/2021,Karina Deleon,56,M,3366510398,email_2092@gmail.com,merchant_name_36,extra-large,NA,0.6
6171z35x72624iy857hx79g2,726183834821532,loan_4439924,09/11/2021 15:49,MXN,NA,7 Live,NA,NA,0.7,NA,2022.2459999999999,NA,Mazatlán,Sinaloa,Social Media,FALSE,21/10/2021,Sergio Padilla,30,H,3348175752,email_2202@gmail.com,merchant_name_82,small,NA,0.2
618y1241246h34i44g63xh4h,665411532366248,loan_3513802,10/11/2021 12:56,MXN,NA,7 Live,NA,NA,NA,NA,713.21,NA,Ecatepec de Morelos,Estado de México,Social Media,FALSE,14/11/2021,Karla Castaneda,31,M,3362961594,email_1376@gmail.com,merchant_name_227,small,NA,1
61589g4y52zxg894994ih7g0,522186628800710,loan_6851846,13/11/2021 10:46,MXN,NA,7 Live,NA,NA,NA,NA,9635.27,NA,Córdoba,Veracruz,Social Media,FALSE,13/12/2021,Daniel Acevedo,32,H,3370129406,email_2459@gmail.com,merchant_name_2,medium,NA,0.8
616yy77i017g0gy8gxx0x231,681842332410834,loan_1515684,17/11/2021 17:59,MXN,NA,7 Live,NA,NA,NA,NA,883.30,NA,Guadalajara,Jalisco,Social Media,FALSE,17/10/2021,Gabriela Hernandez Del Hoyo,64,M,3350409098,email_2606@gmail.com,merchant_name_717,small,NA,1
6155x1412z1x1g082834ghz9,717496734982638,loan_2700884,19/11/2021 23:50,MXN,NA,7 Live,NA,NA,NA,NA,486.90999999999997,NA,NA,NA,Social Media,FALSE,01/10/2021,Xochitlmaria Solorzano,31,M,3333753900,email_821@gmail.com,merchant_name_29,extra-large,NA,0.6
619906228i1ix0zyx9y5633i,522186628800710,loan_5622986,20/11/2021 21:18,MXN,NA,7 Live,NA,NA,0.4,NA,5466.97,NA,Cuauhtémoc,Ciudad de México,Social Media,FALSE,21/11/2021,Jessuri Ventura-Gasca,56,H,3363911935,email_1637@gmail.com,merchant_name_2,medium,NA,1
6196xzyygz80i926x417991x,522186628800710,loan_5667496,22/11/2021 23:27,MXN,NA,7 Live,NA,NA,NA,NA,8788.47,NA,NA,NA,Social Media,FALSE,19/11/2021,Jacob Madrid Dominguez,42,H,3319923865,email_2497@gmail.com,merchant_name_2,medium,NA,0.7
619h0662y754g7463y6hhy9h,522186628800710,loan_7641706,24/11/2021 10:02,MXN,NA,7 Live,NA,NA,NA,NA,5708.5999999999995,NA,NA,NA,Social Media,FALSE,23/11/2021,Moriah Garcia,19,M,3336750745,email_1905@gmail.com,merchant_name_2,medium,NA,0.9
5yg3zy328985z6y53ghii3xy,522186628800710,loan_1154264,25/11/2021 08:58,MXN,NA,7 Live,NA,NA,NA,NA,5985.2699999999995,NA,NA,NA,Social Media,FALSE,22/11/2021,Jacqueline Luna,29,M,3394391849,email_742@gmail.com,merchant_name_2,medium,NA,0.7
618yz245z67yh92x7gyxi25h,705065522569400,loan_9766510,29/11/2021 19:29,MXN,NA,7 Live,NA,NA,NA,NA,3941.27,NA,Juárez,Nuevo León,Social Media,FALSE,30/11/2021,Jasmine Mota,23,M,3369886623,email_2301@gmail.com,merchant_name_16,large,NA,0.4
61z55x62g93y8587y0367i5g,781216861404582,loan_6254888,30/11/2021 19:02,MXN,NA,7 Live,NA,NA,NA,NA,2184.16,NA,Morelia,Michoacán de Ocampo,Social Media,FALSE,29/11/2021,Jazmine Alvarez,27,M,3392675928,email_2048@gmail.com,merchant_name_725,large,NA,0.2
61z6i857zi2i6ih188z3788y,158823646240768,loan_7820072,30/11/2021 22:21,MXN,NA,7 Live,NA,NA,0.6,NA,5269.008599999999,NA,Iztacalco,Ciudad de México,Social Media,FALSE,09/12/2021,Tiana Talamantes Ibarra,54,M,3347212893,email_2081@gmail.com,merchant_name_18,medium,NA,0.8
618h4505052x48zg101z930z,763169811475744,loan_1640592,01/12/2021 13:23,MXN,NA,7 Live,NA,NA,NA,NA,3663.87,NA,Oaxaca de Juárez,Oaxaca,Social Media,FALSE,11/11/2021,Andrea Balderas,35,M,3308960080,email_2513@gmail.com,merchant_name_4,small,NA,0.4
6157808191807hi4706047y6,652200179412752,loan_5474016,08/12/2021 18:48,MXN,NA,5.1 Blocked by Kueski,NA,NA,NA,NA,1287.72,NA,Jacona,Michoacán de Ocampo,Social Media,FALSE,08/12/2021,Nicholas Deherrera,50,H,3393973456,email_2316@gmail.com,merchant_name_55,large,NA,0.1
6192xhxi043hh509gz61ziyh,701630404370550,loan_7727850,11/12/2021 07:09,MXN,NA,7 Live,NA,NA,0.9,NA,1460.00,NA,Cuauhtémoc,Ciudad de México,Social Media,FALSE,15/11/2021,Jasmin Klemm,64,M,3314282761,email_1246@gmail.com,merchant_name_14,medium,NA,0.4
61z037i5iy38gyixxhi91gh0,610308226031882,loan_5186350,14/12/2021 12:18,MXN,NA,7 Live,NA,NA,0.1,NA,3510.9276999999997,NA,Chicoloapan,Estado de México,Social Media,FALSE,26/11/2021,Luis Mercure,23,H,3353825246,email_2760@gmail.com,merchant_name_37,medium,NA,0.6
61z83201xh21061igz147178,789260705999920,loan_8742252,15/12/2021 00:07,MXN,NA,7 Live,NA,NA,NA,NA,3793.0726999999997,NA,NA,NA,Social Media,FALSE,02/12/2021,Brianna Perdomo Chiuzulli,37,M,3387757946,email_2059@gmail.com,merchant_name_23,medium,NA,0.1
5giyy0005534x1y0h5y635zh,559452600411028,loan_2227684,16/12/2021 00:25,MXN,NA,7 Live,NA,NA,0.5,NA,948.27,NA,Juárez,Chihuahua,Social Media,FALSE,16/12/2021,Pedro Marquez,19,H,3355287057,email_296@gmail.com,merchant_name_90,extra-large,NA,0.1
61g4zzzzi5h5hxh8380g5hy7,716945251115144,loan_9234070,17/12/2021 10:03,MXN,NA,7 Live,NA,NA,NA,NA,1386.27,NA,NA,NA,Social Media,FALSE,11/12/2021,Ana Fisher,60,M,3356014858,email_458@gmail.com,merchant_name_10,small,NA,0.2
5y45ighx9zz45y5h33i65860,753792471802058,loan_1939006,17/12/2021 17:15,MXN,NA,8.1 Cancelled by Kueski,NA,NA,0.5,NA,6968.58,NA,León,Guanajuato,Social Media,FALSE,08/11/2021,Erika Garcia Martinez,34,M,3326084246,email_1262@gmail.com,merchant_name_758,large,NA,0.2
61gh11131i7896h41gx0h51h,732810617039302,loan_3945046,20/12/2021 20:55,MXN,NA,7 Live,NA,NA,NA,NA,1092.81,NA,NA,NA,Social Media,FALSE,17/12/2021,Donnovan Crespin,41,H,3393468519,email_1836@gmail.com,merchant_name_21,extra-large,NA,0.9
61527699ig1127421g6g97z4,756058218048252,loan_8909066,31/12/2021 11:06,MXN,NA,7 Live,NA,NA,NA,NA,1745.25,NA,NA,NA,Social Media,FALSE,05/12/2021,Joshua Trujillo,24,H,3367284220,email_1255@gmail.com,merchant_name_388,medium,NA,0.2
61904966gx71y03i1ig5h2hg,706756246513214,loan_4290004,12/01/2022 13:04,MXN,NA,7 Live,NA,NA,0.8,NA,581.81,NA,Azcapotzalco,Ciudad de México,Social Media,FALSE,15/11/2021,Luciano Sandoval,18,H,3310838605,email_2050@gmail.com,merchant_name_64,large,NA,0.9
61z91h971273477g2zx7950g,789260705999920,loan_6437618,16/01/2022 00:28,MXN,NA,7 Live,NA,NA,NA,NA,2950.62,NA,NA,NA,Social Media,FALSE,09/12/2021,Mikhail Martinez-Villalobos,62,H,3376323372,email_1349@gmail.com,merchant_name_23,medium,NA,0.2
5g5x8x36z378x4i3983i667g,522186628800710,loan_9180222,16/01/2022 09:08,MXN,NA,7 Live,NA,NA,0.5,NA,5766.2699999999995,NA,Zamora,Michoacán de Ocampo,Social Media,FALSE,14/10/2021,Daniel Crowther,57,H,3377165172,email_514@gmail.com,merchant_name_2,medium,NA,1
618x76i2i85y5g9y85z83800,522186628800710,loan_7196696,16/01/2022 23:44,MXN,NA,7 Live,NA,NA,0.8,NA,3560.94,NA,Huixquilucan,Estado de México,Social Media,FALSE,12/11/2021,Fransisco Mills,34,H,3329908362,email_1857@gmail.com,merchant_name_2,medium,NA,0.3
61x5g18626341iy5zx73ziyg,818170994893804,loan_1379442,17/01/2022 15:41,MXN,NA,7 Live,NA,NA,NA,NA,1473.1399999999999,NA,NA,NA,Social Media,FALSE,17/01/2022,Jessica Estrada,38,M,3364685448,email_2104@gmail.com,merchant_name_8,small,NA,0.5
61x20g681y0y30994gxi150y,656723023242486,loan_0810628,08/02/2022 11:25,MXN,NA,7 Live,NA,NA,NA,NA,2583.47,NA,El Marqués,Queretaro de Arteaga,Social Media,FALSE,14/01/2022,Emilio Valdez,60,H,3381262902,email_876@gmail.com,merchant_name_91,extra-large,NA,0.6
6159i70h9xx0y432gix66y24,522186628800710,loan_3990208,14/02/2022 09:16,MXN,NA,7 Live,NA,NA,NA,NA,2846.27,NA,NA,NA,Social Media,FALSE,03/10/2021,Jesus Martinez,46,H,3362352715,email_165@gmail.com,merchant_name_2,medium,NA,0.8
6207385gz6g9i5gx4633z6h7,732841243847020,loan_7111686,14/02/2022 22:35,USD,NA,7 Live,NA,NA,NA,NA,2293.66,NA,Benito Juárez,Ciudad de México,Social Media,FALSE,14/02/2022,Mayra Cortez,40,M,3316838474,email_1390@gmail.com,merchant_name_142,large,NA,0.7
614z8h25h52x2827i9x55825,522186628800710,loan_1758002,16/02/2022 21:21,MXN,NA,7 Live,NA,NA,NA,NA,3868.27,NA,NA,NA,Social Media,FALSE,04/01/2022,Andy Campos Lopez,54,H,3357187156,email_1127@gmail.com,merchant_name_2,medium,NA,0.6
615i3h20x61x60318i62717g,697863206351636,loan_5612004,28/02/2022 07:59,MXN,NA,7 Live,NA,NA,NA,NA,2516.31,NA,Iztapalapa,Ciudad de México,Social Media,FALSE,07/10/2021,Sydnee Lopez-Duran,62,M,3384602894,email_2962@gmail.com,merchant_name_140,medium,NA,0.8
6209328yi8g43zx697y51g40,595739747297084,loan_8677964,12/03/2022 09:28,MXN,NA,7 Live,NA,NA,NA,NA,2125.40,NA,NA,NA,Social Media,FALSE,22/02/2022,Lauro Maes,29,H,3383669729,email_2240@gmail.com,merchant_name_52,extra-large,NA,0.6
621zhig0hiz0072y9xy0i458,822507208976244,loan_4596910,17/03/2022 06:45,MXN,NA,7 Live,NA,NA,NA,NA,1167.27,NA,Xalapa,Veracruz,Social Media,FALSE,17/03/2022,Bryan Gonzalez,33,H,3327756064,email_1558@gmail.com,merchant_name_111,small,NA,0.2
5xi6755g4h2y364x45z78zg7,522186628800710,loan_0511686,17/03/2022 17:50,MXN,NA,7 Live,NA,NA,NA,NA,5560.41,NA,NA,NA,Social Media,FALSE,17/03/2022,Juan Alaniz Soto,50,H,3321027549,email_968@gmail.com,merchant_name_2,medium,NA,0.6
620g29h28yyh7zg62i428gh0,705065522569400,loan_0829394,20/03/2022 22:44,MXN,NA,7 Live,NA,NA,NA,NA,5109.2699999999995,NA,NA,NA,Social Media,FALSE,17/02/2022,David Becerra,37,H,3348150021,email_322@gmail.com,merchant_name_16,large,NA,0.2
61z30yigh8299i7400zyygy5,763169811475744,loan_9492668,22/03/2022 22:20,MXN,NA,7 Live,NA,6,0.5,NA,5656.7699999999995,NA,Saltillo,Coahuila de Zaragoza,Social Media,FALSE,27/11/2021,Daniel Magdaleno,62,H,3397701114,email_442@gmail.com,merchant_name_4,small,NA,0.8
61hx38ii9z3i7zghg25g4xh6,158823646240768,loan_1167098,30/03/2022 22:45,MXN,NA,7 Live,NA,NA,NA,NA,1490.62,NA,Reynosa,Tamaulipas,Social Media,FALSE,11/01/2022,Jacob Mena,30,H,3332872238,email_416@gmail.com,merchant_name_18,medium,NA,0.7
616hhz7i80xy2h2z15827z2h,311062671139062,loan_7180898,31/03/2022 12:51,MXN,NA,7 Live,NA,NA,NA,NA,2111.89,NA,Ocotlán,Jalisco,Social Media,FALSE,18/10/2021,Esperanza Ramirez-Mejia,22,M,3374233205,email_475@gmail.com,merchant_name_93,small,NA,1
6199z8x42z990170xygxi8i5,705065522569400,loan_3032360,05/04/2022 21:15,MXN,NA,7 Live,NA,NA,0.6,NA,5109.2699999999995,NA,Nextlalpan,Estado de México,Social Media,FALSE,20/11/2021,Joslyn Garcia,25,M,3357771818,email_183@gmail.com,merchant_name_16,large,NA,0.8
62191i654244hz26i047843h,852171147190376,loan_0385926,14/04/2022 00:22,MXN,NA,7 Live,NA,NA,NA,NA,1921.73,NA,Culiacán,Sinaloa,Social Media,FALSE,26/04/2022,Gema Martinez,22,M,3389130659,email_2621@gmail.com,merchant_name_367,large,NA,0.1
61z1zh9865h8803hgy06x6z0,763169811475744,loan_5164812,19/04/2022 06:59,MXN,NA,7 Live,NA,NA,NA,NA,6347.342699999999,NA,Reynosa,Tamaulipas,Social Media,FALSE,26/11/2021,Luis Duerson,35,H,3385182881,email_2587@gmail.com,merchant_name_4,small,NA,1
6179gi269316h5hh01ix781z,722704324108512,loan_6622006,21/04/2022 20:44,MXN,NA,7 Live,NA,NA,NA,NA,1122.74,NA,Río Blanco,Veracruz,Social Media,FALSE,27/10/2021,Sergio Huerena Jr,19,H,3344391978,email_1871@gmail.com,merchant_name_354,small,NA,0.1
61461607zi613931g38570hx,652200179412752,loan_4232376,22/04/2022 00:13,MXN,NA,5.1 Blocked by Kueski,NA,NA,NA,NA,1328.60,NA,NA,NA,Social Media,FALSE,11/01/2022,Alexis Alvarez,57,M,3389039664,email_1894@gmail.com,merchant_name_55,large,NA,0.3
6247zii6hy99y038033808h7,768162308302314,loan_9816938,22/04/2022 12:36,MXN,NA,7 Live,NA,NA,NA,NA,2693.70,NA,Chihuahua,Chihuahua,Social Media,FALSE,01/04/2022,Diana Quintanilla,39,M,3348198271,email_1438@gmail.com,merchant_name_135,extra-large,NA,0.9
61908g6hi4h2z45x0378xx17,777728643314532,loan_8403188,26/12/2021 12:10,MXN,0.05,7 Live,NA,4,0.7,26/12/2021,1095.00,28/02/2022,San Mateo Atenco,Estado de México,Social Media,TRUE,13/11/2021,Jordan Martinez Gonzalez,64,M,3324090355,email_2319@gmail.com,merchant_name_766,extra-large,NA,0.4
6161iyzgxzyx22426i86h464,722582513131632,loan_1831588,09/10/2021 15:33,MXN,NA,7 Live,NA,NA,0.8,NA,2376.52,NA,Temascalcingo,Estado de México,Social Media,FALSE,24/10/2021,Noemi Cardenas-Puentes,32,M,3303957455,email_2369@gmail.com,merchant_name_576,extra-large,NA,0.4
6121737hh208gzygz0ii27ii,522186628800710,loan_9103582,12/10/2021 19:55,MXN,NA,7 Live,NA,NA,NA,NA,10540.47,NA,San Pedro Garza García,Nuevo León,Social Media,FALSE,14/01/2022,Brayan Perez-Mendoza,60,H,3378803039,email_1290@gmail.com,merchant_name_2,medium,NA,0.8
5h3647x11i1gi1597y276i80,748011781366890,loan_1456898,19/10/2021 11:07,MXN,NA,7 Live,NA,NA,NA,NA,2408.27,NA,NA,NA,Social Media,FALSE,22/10/2021,Kyndra Cadwell,34,M,3301263976,email_1570@gmail.com,merchant_name_15,medium,NA,0.3
6168h9h594yz8xx739961z1z,522186628800710,loan_4755398,20/10/2021 22:30,MXN,NA,7 Live,NA,NA,NA,NA,1641.04,NA,NA,NA,Social Media,FALSE,14/10/2021,Elena Garcia,63,M,3336466473,email_910@gmail.com,merchant_name_2,medium,NA,0.2
617221635g0185xh071210yh,522186628800710,loan_5280850,28/10/2021 23:12,MXN,NA,7 Live,NA,NA,NA,NA,9585.63,NA,NA,NA,Social Media,FALSE,14/11/2021,Nataly Rodriguez,38,M,3302853247,email_96@gmail.com,merchant_name_2,medium,NA,0.2
6178956hy27hiyz4013g44y0,522186628800710,loan_4304154,29/10/2021 11:35,MXN,NA,7 Live,NA,NA,0.4,NA,8029.2699999999995,NA,Tepeapulco,Hidalgo,Social Media,FALSE,08/11/2021,Lauryn Desbouillons,51,M,3380614419,email_1620@gmail.com,merchant_name_2,medium,NA,0.7
60zh077i5yi108xi0hz6g5z0,522186628800710,loan_8151426,08/11/2021 17:44,MXN,NA,7 Live,NA,NA,NA,NA,5217.3099999999995,NA,El Barrio de la Soledad,Oaxaca,Social Media,FALSE,14/10/2021,Edith Gallegos,33,M,3392298757,email_2407@gmail.com,merchant_name_2,medium,NA,0.3
618y038h80zh28z00zg47i23,522186628800710,loan_8652882,10/11/2021 12:55,MXN,NA,7 Live,NA,NA,NA,NA,5108.54,NA,Lerdo de Tejada,Veracruz,Social Media,FALSE,22/11/2021,Monica Martinez,54,M,3302982785,email_2750@gmail.com,merchant_name_2,medium,NA,0.6
618y49z12y84hx087559ggi0,522186628800710,loan_4096246,10/11/2021 16:37,MXN,NA,7 Live,NA,NA,NA,NA,5766.2699999999995,NA,Cárdenas,Tabasco,Social Media,FALSE,26/11/2021,Brittney Aramburu,39,M,3346700804,email_1082@gmail.com,merchant_name_2,medium,NA,0.9
618h871734gg4z976ggx87hi,158823646240768,loan_4963024,11/11/2021 16:25,MXN,NA,7 Live,NA,NA,NA,NA,2077.98,NA,Jocotepec,Jalisco,Social Media,FALSE,11/11/2021,Brandon Quintana,65,H,3393356801,email_19@gmail.com,merchant_name_18,medium,NA,0.7
618x283x5566275334gih897,705065522569400,loan_7936842,12/11/2021 02:48,MXN,NA,7 Live,NA,NA,0.8,NA,4014.36,NA,Torreón,Coahuila de Zaragoza,Social Media,FALSE,18/11/2021,Suzy Salazar,47,M,3341509167,email_1027@gmail.com,merchant_name_16,large,NA,0.5
60i079x4ghx48z61z2y960g7,522186628800710,loan_5166990,12/11/2021 10:34,MXN,NA,7 Live,NA,NA,0.1,NA,9695.13,NA,Álvaro Obregón,Ciudad de México,Social Media,FALSE,29/11/2021,Danielle Sanchez,43,M,3388437192,email_351@gmail.com,merchant_name_2,medium,NA,1
61828yzz7gh4h48hh4zig25y,505218538414430,loan_8874976,12/11/2021 12:10,MXN,NA,7 Live,NA,NA,0.4,NA,520.68,NA,Gustavo A. Madero,Ciudad de México,Social Media,FALSE,19/01/2022,Steve Fuerte,46,H,3369783385,email_331@gmail.com,merchant_name_103,extra-large,NA,0.3
618x8z1y9yg8190790zz934y,748011781366890,loan_2800540,13/11/2021 08:19,MXN,NA,7 Live,NA,NA,0.7,NA,8540.34,NA,Apodaca,Nuevo León,Social Media,FALSE,26/11/2021,Jordan Garcia,37,H,3388957787,email_2111@gmail.com,merchant_name_15,medium,NA,0.8
619199739651y1z4izz3g1y0,763169811475744,loan_2129932,14/11/2021 17:19,MXN,NA,7 Live,NA,NA,NA,NA,6496.2699999999995,NA,Ahome,Sinaloa,Social Media,FALSE,23/11/2021,Dade Lovato,26,H,3357525043,email_1775@gmail.com,merchant_name_4,small,NA,0.4
6193134hxg233yiy6515310g,522186628800710,loan_2082076,16/11/2021 00:01,MXN,NA,7 Live,NA,NA,NA,NA,4277.07,NA,Chimalhuacán,Estado de México,Social Media,FALSE,09/02/2022,Tea Rodriguez-Vega,52,M,3306638830,email_1919@gmail.com,merchant_name_2,medium,NA,0.9
60h3i8gy79x47i8z253h00zi,716945251115144,loan_5819878,16/11/2021 21:08,MXN,NA,7 Live,NA,NA,NA,NA,1430.07,NA,NA,NA,Social Media,FALSE,16/11/2021,Sergio Myers,49,H,3347175583,email_1186@gmail.com,merchant_name_10,small,NA,1
5z998812xz26z33z449751zz,397210688954500,loan_7056416,22/11/2021 02:26,MXN,NA,7 Live,NA,NA,NA,NA,506.62,NA,NA,NA,Social Media,FALSE,29/03/2022,Erick Palacios-Munoz,33,H,3344470732,email_1855@gmail.com,merchant_name_42,large,NA,0.7
61z01x991gzx9xhz356h2x3y,522186628800710,loan_9295588,25/11/2021 19:20,MXN,NA,7 Live,NA,NA,NA,NA,8175.2699999999995,NA,NA,NA,Social Media,FALSE,25/11/2021,Nina Caldera,48,M,3343802666,email_2155@gmail.com,merchant_name_2,medium,NA,0.9
